,ID,Location,Area,Bedroom,Bathroom,Frontage,Floors,Price
3707,261966,"Quận 4, TP Hồ Chí Minh",30,2,3,0,4,3.3 tỷ
3708,ID is not available,Location is not available,Area is not available,NULL,NULL,0,NULL,Price is not available
3709,261963,"Quận 1, TP Hồ Chí Minh",110,NULL,NULL,1,4,45 tỷ
3710,261959,"Đống Đa, Hà Nội",54,NULL,NULL,1,8,4500 tỷ
3711,261957,"Nha Trang, Khánh Hòa",172,2,2,1,2,13.76 tỷ
3712,261955,"Đống Đa, Hà Nội",38,NULL,NULL,1,5,6.18 tỷ
3713,261952,"Tân Bình, TP Hồ Chí Minh",198,NULL,NULL,1,2,26.5 tỷ
3714,261946,"Hóc Môn, TP Hồ Chí Minh",45,NULL,NULL,0,2,490 triệu
3715,261943,"Bình Thạnh, TP Hồ Chí Minh",105,5,5,0,3,10 tỷ
3716,261942,"Quận 9, TP Hồ Chí Minh",88,2,2,0,4,6.8 tỷ
3717,261938,"Phú Nhuận, TP Hồ Chí Minh",80,NULL,NULL,0,4,28 tỷ
3718,261937,"Bình Tân, TP Hồ Chí Minh",17,2,1,0,2,1.96 tỷ
3719,261935,"Thủ Đức, TP Hồ Chí Minh",82,6,7,1,10,14.2 tỷ
3720,261933,"Hai Bà Trưng, Hà Nội",50,NULL,NULL,1,NULL,5000000 tỷ
3721,261932,"Hai Bà Trưng, Hà Nội",35,NULL,NULL,0,NULL,5000000 tỷ
3722,261931,"Bình Thạnh, TP Hồ Chí Minh",75,5,NULL,1,4,6.15 tỷ
3723,261930,"Bình Thạnh, TP Hồ Chí Minh",75,5,NULL,1,4,6.15 tỷ
3724,261929,"Thanh Xuân, Hà Nội",42,4,4,0,NULL,6.4 tỷ
3725,261927,"Thanh Xuân, Hà Nội",44,4,4,0,NULL,5 tỷ
3726,261923,"Thủ Đức, TP Hồ Chí Minh",192,NULL,NULL,0,NULL,7.3 tỷ
3727,261922,"Long Biên, Hà Nội",30,3,4,0,5,3200 tỷ
3728,261917,"Long Biên, Hà Nội",80,4,7,1,7,14.2 tỷ
3729,261916,"Quận 3, TP Hồ Chí Minh",50,3,3,1,4,6100 tỷ
3730,261910,"Quận 1, TP Hồ Chí Minh",64,NULL,NULL,1,3,33 tỷ
3731,261908,"Phú Nhuận, TP Hồ Chí Minh",140,NULL,NULL,1,5,27 tỷ
3732,261906,"Quận 1, TP Hồ Chí Minh",115,NULL,NULL,0,3,31 tỷ
3733,261905,"Quận 7, TP Hồ Chí Minh",54,10,10,0,7,12 tỷ
3734,261904,"Bình Thạnh, TP Hồ Chí Minh",30,NULL,NULL,1,5,6.2 tỷ
3735,261902,"Quận 3, TP Hồ Chí Minh",25,3,4,0,4,5.5 tỷ
3736,261901,"Quận 3, TP Hồ Chí Minh",48,5,5,0,3,4 tỷ
3737,261900,"Quận 1, TP Hồ Chí Minh",72,NULL,NULL,1,4,55 tỷ
3738,ID is not available,Location is not available,Area is not available,NULL,NULL,0,NULL,Price is not available
3739,261898,"Hoàng Mai, Hà Nội",100,NULL,NULL,1,5,7.5 tỷ
3740,261889,"Đống Đa, Hà Nội",45,2,NULL,0,3,3.4 tỷ
3741,261885,"Quận 10, TP Hồ Chí Minh",36,NULL,NULL,1,2,7.56 tỷ
3742,261884,"Biên Hòa, Đồng Nai",74,2,2,0,NULL,2.35 tỷ
3743,261883,"Thủ Đức, TP Hồ Chí Minh",31,NULL,NULL,0,5,3.1 tỷ
3744,261882,"Thủ Đức, TP Hồ Chí Minh",31,NULL,NULL,0,5,3.1 tỷ
3745,261881,"Thủ Đức, TP Hồ Chí Minh",54,NULL,NULL,1,NULL,2.8 tỷ
3746,261880,"Thủ Đức, TP Hồ Chí Minh",43,3,2,0,2,4.3 tỷ
3747,261874,"Gò Vấp, TP Hồ Chí Minh",95,3,3,0,7,8.6 tỷ
3748,261873,"Gò Vấp, TP Hồ Chí Minh",48,3,3,0,2,5.3 tỷ
3749,261872,"Bình Thạnh, TP Hồ Chí Minh",28,2,NULL,1,5,6.5 tỷ
3750,261871,"Hai Bà Trưng, Hà Nội",92,2,NULL,1,8,37 tỷ
3751,261867,"Tân Bình, TP Hồ Chí Minh",32,2,2,0,2,3.2 tỷ
3752,261866,"Tân Bình, TP Hồ Chí Minh",32,2,2,0,2,3.2 tỷ
3753,261865,"Tân Bình, TP Hồ Chí Minh",32,2,2,0,2,3.2 tỷ
3754,261864,"Tân Phú, TP Hồ Chí Minh",83,2,NULL,1,2,Thỏa thuận
3755,261860,"Quận 7, TP Hồ Chí Minh",80,4,4,1,3,13.6 tỷ
3756,261858,"Thanh Xuân, Hà Nội",49,5,4,0,4,Thỏa thuận
3757,261857,"Vĩnh Cửu, Đồng Nai",Area is not available,2,2,0,2,820 tỷ
3758,261855,"Gò Vấp, TP Hồ Chí Minh",90,6,NULL,0,3,16.5 tỷ
3759,261852,"Tân Bình, TP Hồ Chí Minh",48,6,6,0,5,5.9 tỷ
3760,261847,"Liên Chiểu, Đà Nẵng",85,3,2,1,2,4 tỷ
3761,261845,"Hải Châu, Đà Nẵng",120,4,4,0,3,4.5 tỷ
3762,261844,"Quận 6, TP Hồ Chí Minh",73,9,8,1,6,18.5 tỷ
3763,261843,"Đống Đa, Hà Nội",5,2,NULL,0,4,8.5 tỷ
3764,261841,"Quận 7, TP Hồ Chí Minh",136,2,2,1,2,15.9 tỷ
3765,261840,"Quận 8, TP Hồ Chí Minh",43,4,3,0,3,3.65 tỷ
3766,261834,"Gò Vấp, TP Hồ Chí Minh",Area is not available,2,2,1,2,4.5 tỷ
3767,261831,"Quận 1, TP Hồ Chí Minh",64,NULL,NULL,0,3,35 tỷ
3768,261828,"Hải Châu, Đà Nẵng",130,NULL,NULL,0,2,5.2 tỷ
3769,261827,"Ba Đình, Hà Nội",80,NULL,NULL,0,NULL,5.8 tỷ
3770,261826,"Quận 2, TP Hồ Chí Minh",52,4,4,0,4,6.5 tỷ
3771,261825,"Quận 2, TP Hồ Chí Minh",52,4,4,0,4,6.5 tỷ
3772,261824,"Quận 8, TP Hồ Chí Minh",60,3,4,1,3,6.8 tỷ
3773,261820,"Quận 8, TP Hồ Chí Minh",54,6,7,1,5,6.5 tỷ
3774,261819,"Thủ Đức, TP Hồ Chí Minh",95,3,2,1,NULL,4.6 tỷ
3775,261818,"Quận 8, TP Hồ Chí Minh",36,3,2,1,2,4.6 tỷ
3776,261817,"Tân Bình, TP Hồ Chí Minh",48,6,6,0,5,5.9 tỷ
3777,261815,"Gò Vấp, TP Hồ Chí Minh",40,3,3,0,3,5.8 tỷ
3778,261814,"Long Biên, Hà Nội",46,5,3,0,2,6 tỷ
3779,261813,"Đống Đa, Hà Nội",80,NULL,NULL,1,2,19 tỷ
3780,261808,"Tân Phú, TP Hồ Chí Minh",32,NULL,NULL,1,5,4 tỷ
3781,261806,"Bình Thạnh, TP Hồ Chí Minh",16,2,3,0,4,3.9 tỷ
3782,261804,"Quận 8, TP Hồ Chí Minh",135,NULL,3,1,3,9.5 tỷ
3783,261803,"Hải Châu, Đà Nẵng",130,NULL,NULL,0,2,5.2 tỷ
3784,261796,"Thủ Đức, TP Hồ Chí Minh",100,NULL,NULL,1,NULL,18 tỷ
3785,261794,"Thủ Đức, TP Hồ Chí Minh",52,3,2,0,2,3200000000 tỷ
3786,261789,"Hoàng Mai, Hà Nội",84,NULL,NULL,0,4,6.5 tỷ
3787,261788,"Quận 12, TP Hồ Chí Minh",161,5,4,0,NULL,4.7 tỷ
3788,261786,"Quận 4, TP Hồ Chí Minh",46,4,2,1,2,8.9 tỷ
3789,261785,"Bình Thạnh, TP Hồ Chí Minh",60,2,3,0,2,6.5 tỷ
3790,261784,"Bình Thạnh, TP Hồ Chí Minh",60,2,3,0,2,6.5 tỷ
3791,261781,"Quận 3, TP Hồ Chí Minh",100,5,5,1,4,11.5 tỷ
3792,261778,"Bình Thạnh, TP Hồ Chí Minh",98,4,NULL,1,2,7.1 tỷ
3793,261777,"Tân Bình, TP Hồ Chí Minh",56,2,NULL,0,2,6.5 tỷ
3794,261775,"Hai Bà Trưng, Hà Nội",70,4,4,1,4,6 tỷ
3795,261773,"Quận 12, TP Hồ Chí Minh",68,3,2,1,2,5.58 tỷ
3796,261772,"Thanh Xuân, Hà Nội",55,4,4,0,4,4 tỷ
3797,261771,"Thanh Xuân, Hà Nội",57,4,4,0,5,5 tỷ
3798,261770,"Quận 7, TP Hồ Chí Minh",72,3,4,1,2,6.4 tỷ
3799,261768,"Quận 7, TP Hồ Chí Minh",80,4,5,1,4,7.3 tỷ
3800,261767,"Quận 7, TP Hồ Chí Minh",80,4,5,1,4,7.3 tỷ
3801,261765,"Bình Tân, TP Hồ Chí Minh",62,2,1,1,2,4.35 tỷ
3802,261764,"Bình Thạnh, TP Hồ Chí Minh",78,2,2,0,5,5700000000 tỷ
3803,261763,"Long Biên, Hà Nội",48,1,1,1,6,6700 tỷ
3804,261762,"Phú Vang, Thừa Thiên Huế",105,NULL,NULL,1,2,2.88 tỷ
3805,261758,"Thủ Đức, TP Hồ Chí Minh",205,9,NULL,0,7,11 tỷ
3806,261753,"Long Biên, Hà Nội",80,4,3,0,4,845 tỷ
3807,261752,"Quận 3, TP Hồ Chí Minh",172.68,NULL,NULL,0,2,62.16 tỷ
3808,261750,"Hai Bà Trưng, Hà Nội",60,4,NULL,1,7,15 tỷ
3809,261749,"Bình Thạnh, TP Hồ Chí Minh",49,3,2,1,2,6.85 tỷ
3810,261748,"Đống Đa, Hà Nội",48.2,6,NULL,1,5,11.5 tỷ
3811,261746,"Thanh Xuân, Hà Nội",57,4,4,0,5,6 tỷ
3812,261745,"Bình Tân, TP Hồ Chí Minh",64,NULL,NULL,1,NULL,6.6 tỷ
3813,261743,"Bình Tân, TP Hồ Chí Minh",56,NULL,NULL,0,3,4.65 tỷ
3814,261742,"Quận 4, TP Hồ Chí Minh",36,4,4,1,5,9.8 tỷ
3815,261741,"Bình Tân, TP Hồ Chí Minh",36,NULL,NULL,1,5,4.2 tỷ
3816,261740,"Thanh Xuân, Hà Nội",55,4,4,0,5,6 tỷ
3817,261739,"Gò Vấp, TP Hồ Chí Minh",85,3,4,0,3,8.8 tỷ
3818,261736,"Bình Tân, TP Hồ Chí Minh",84,4,NULL,1,6,7 tỷ
3819,261733,"Quận 4, TP Hồ Chí Minh",26,2,3,0,5,3.95 tỷ
3820,261732,"Quận 4, TP Hồ Chí Minh",26,2,3,0,5,3.95 tỷ
3821,261731,"Biên Hòa, Đồng Nai",113,2,2,0,2,3.8 tỷ
3822,261730,"Biên Hòa, Đồng Nai",160,3,2,1,NULL,3.7 tỷ
3823,261727,"Bình Tân, TP Hồ Chí Minh",54,NULL,NULL,0,5,4.7 tỷ
3824,261726,"Huế, Thừa Thiên Huế",54,NULL,NULL,0,NULL,1.65 tỷ
3825,261725,"Bình Tân, TP Hồ Chí Minh",51,NULL,NULL,1,6,5.7 tỷ
3826,261722,"Bình Tân, TP Hồ Chí Minh",64,4,NULL,1,7,7.7 tỷ
3827,261716,"Hóc Môn, TP Hồ Chí Minh",40,2,NULL,0,NULL,500 triệu
3828,261715,"Bình Tân, TP Hồ Chí Minh",80,NULL,NULL,1,2,5.3 tỷ
3829,261714,"Thủ Đức, TP Hồ Chí Minh",98,NULL,NULL,1,4,13 tỷ
3830,261710,"Thanh Xuân, Hà Nội",52,6,NULL,0,5,4.72 tỷ
3831,261708,"Thanh Xuân, Hà Nội",51,6,NULL,0,5,4650 tỷ
3832,261707,"Quận 4, TP Hồ Chí Minh",40,2,3,1,3,10 tỷ
3833,261704,"Tân Phú, TP Hồ Chí Minh",61,3,4,0,3,5.2 tỷ
3834,261699,"Gò Vấp, TP Hồ Chí Minh",72,6,7,0,11,8.9 tỷ
3835,261696,"Mộc Châu, Sơn La",105,NULL,NULL,1,3,Thỏa thuận
3836,261695,"Bình Thạnh, TP Hồ Chí Minh",34,3,NULL,1,3,5 tỷ
3837,261692,"Biên Hòa, Đồng Nai",151,2,NULL,0,NULL,1.7 tỷ
3838,261690,"Huế, Thừa Thiên Huế",80,3,3,0,3,4.19 tỷ
3839,261688,"Biên Hòa, Đồng Nai",80,3,2,0,2,3.65 tỷ
3840,261684,"Biên Hòa, Đồng Nai",100,2,2,0,2,830 triệu
3841,261681,"Gò Vấp, TP Hồ Chí Minh",100,5,7,0,13,13.6 tỷ
3842,261680,"Bình Chánh, TP Hồ Chí Minh",200,4,3,0,3,24.8 tỷ
3843,261678,"Bình Thạnh, TP Hồ Chí Minh",120,7,NULL,0,4,10.45 tỷ
3844,261675,"Hai Bà Trưng, Hà Nội",172,NULL,NULL,1,23,54 tỷ
3845,261674,"Long Biên, Hà Nội",38,2,3,1,6,6.9 tỷ
3846,261673,"Quận 2, TP Hồ Chí Minh",91,4,2,1,2,11.3 tỷ
3847,261672,"Hóc Môn, TP Hồ Chí Minh",40,2,2,1,5,680 triệu
3848,261670,"Hai Bà Trưng, Hà Nội",47,9,NULL,1,6,6.3 tỷ
3849,261669,"Quận 7, TP Hồ Chí Minh",74,3,4,0,3,9.9 tỷ
3850,261659,"Bình Thạnh, TP Hồ Chí Minh",95,6,NULL,1,11,9.8 tỷ
3851,261656,"Bình Thạnh, TP Hồ Chí Minh",72,4,NULL,1,9,5.8 tỷ
3852,261655,"Quận 7, TP Hồ Chí Minh",78,4,5,1,3,8.4 tỷ
3853,261652,"Đống Đa, Hà Nội",50,4,NULL,1,4,12.9 tỷ
3854,261650,"Quận 7, TP Hồ Chí Minh",172,NULL,NULL,1,7,33 tỷ
3855,261648,"Đống Đa, Hà Nội",50,2,NULL,1,4,12.92 tỷ
3856,261647,"Hồng Bàng, Hải Phòng",Area is not available,3,3,0,3,Thỏa thuận
3857,261646,"Quận 7, TP Hồ Chí Minh",96,4,NULL,1,3,12.3 tỷ
3858,261644,"Hà Đông, Hà Nội",32,NULL,3,0,3,2.35 tỷ
3859,261643,"Đống Đa, Hà Nội",35,6,NULL,0,5,Thỏa thuận
3860,261642,"Đống Đa, Hà Nội",50,6,NULL,0,5,Thỏa thuận
3861,261641,"Đống Đa, Hà Nội",25,2,NULL,0,5,Thỏa thuận
3862,261640,"Quận 1, TP Hồ Chí Minh",54,3,2,1,2,7.3 tỷ
3863,261639,"Thanh Xuân, Hà Nội",Area is not available,4,3,1,4,4600000000 tỷ
3864,261638,"Quận 4, TP Hồ Chí Minh",Area is not available,NULL,9,0,5,Thỏa thuận
3865,261637,"Long Biên, Hà Nội",67,3,4,0,5,3 tỷ
3866,261635,"Tân Bình, TP Hồ Chí Minh",90,NULL,NULL,0,NULL,7.5 tỷ
3867,261633,"Biên Hòa, Đồng Nai",100,2,2,0,3,940 triệu
3868,261627,"Thanh Khê, Đà Nẵng",45,2,2,0,2,Thỏa thuận
3869,261626,"Tân Bình, TP Hồ Chí Minh",19,3,3,1,4,2.6 tỷ
3870,261625,"Tân Bình, TP Hồ Chí Minh",19,3,3,1,4,2.6 tỷ
3871,261623,"Tân Bình, TP Hồ Chí Minh",48,6,6,0,5,5.9 tỷ
3872,261622,"Tân Bình, TP Hồ Chí Minh",30,2,3,0,4,4.8 tỷ
3873,261621,"Tân Bình, TP Hồ Chí Minh",24,2,3,0,3,4 tỷ
3874,261620,"Tân Bình, TP Hồ Chí Minh",18,3,3,1,4,2.6 tỷ
3875,261618,"Đống Đa, Hà Nội",96,NULL,NULL,0,4,Thỏa thuận
3876,261616,"Long Biên, Hà Nội",52,3,3,0,5,9600 tỷ
3877,261614,"Long Biên, Hà Nội",50,4,NULL,0,6,5.4 tỷ
3878,261613,"Gò Vấp, TP Hồ Chí Minh",85,3,4,0,3,9.8 tỷ
3879,261606,"Thanh Xuân, Hà Nội",45,4,4,0,5,4.7 tỷ
3880,261605,"Tân Bình, TP Hồ Chí Minh",32,NULL,NULL,0,3,5 tỷ
3881,261604,"Gò Vấp, TP Hồ Chí Minh",90,5,7,0,13,14.5 tỷ
3882,261603,"Quận 12, TP Hồ Chí Minh",90,5,4,1,3,5.2 tỷ
3883,261602,"Thanh Xuân, Hà Nội",53,4,4,0,5,Thỏa thuận
3884,261600,"Quận 5, TP Hồ Chí Minh",55,3,2,1,2,5500 tỷ
3885,261599,"Quận 1, TP Hồ Chí Minh",55,2,2,0,NULL,5500 tỷ
3886,261598,"Biên Hòa, Đồng Nai",90,5,4,1,3,4.69 tỷ
3887,261597,"Thanh Xuân, Hà Nội",135,4,NULL,0,4,18.5 tỷ
3888,261596,"Vĩnh Cửu, Đồng Nai",1000,2,NULL,0,NULL,9.5 tỷ
3889,261595,"Bình Tân, TP Hồ Chí Minh",74,2,2,1,2,4.3 tỷ
3890,261593,"Hoàng Mai, Hà Nội",116,3,NULL,0,8,7.4 tỷ
3891,261592,"Hoàng Mai, Hà Nội",90,NULL,NULL,0,4,7 tỷ
3892,ID is not available,Location is not available,Area is not available,NULL,NULL,0,NULL,Price is not available
3893,261588,"Thủ Đức, TP Hồ Chí Minh",198,NULL,NULL,0,5,45 tỷ
3894,261587,"Biên Hòa, Đồng Nai",100,2,2,0,4,950 triệu
3895,261586,"Huế, Thừa Thiên Huế",273,NULL,NULL,1,4,1.68 tỷ
3896,261585,"Huế, Thừa Thiên Huế",273,NULL,NULL,1,4,1.68 tỷ
3897,261583,"Nha Trang, Khánh Hòa",520,5,4,0,3,6.9 tỷ
3898,261579,"Gò Vấp, TP Hồ Chí Minh",44,2,2,0,2,3.75 tỷ
3899,261577,"Hai Bà Trưng, Hà Nội",40,1,NULL,0,5,4.5 tỷ
3900,261576,"Quận 3, TP Hồ Chí Minh",35.2,4,NULL,0,4,7.5 tỷ
3901,261575,"Gia Lâm, Hà Nội",66,NULL,NULL,1,NULL,6105 tỷ
3902,261567,"Tân Bình, TP Hồ Chí Minh",36,3,3,0,4,4.5 tỷ
3903,261564,"Huế, Thừa Thiên Huế",122,3,3,0,2,3250000 tỷ
3904,261559,"Sơn Trà, Đà Nẵng",80,3,4,0,3,7.2 tỷ
3905,261558,"Hải Châu, Đà Nẵng",87,3,2,1,3,7.6 tỷ
3906,261556,"Ngũ Hành Sơn, Đà Nẵng",90,3,3,0,2,5.3 tỷ
3907,261555,"Bình Tân, TP Hồ Chí Minh",118,NULL,NULL,1,3,11.7 tỷ
3908,261552,"Quận 10, TP Hồ Chí Minh",80,5,6,1,5,18.5 tỷ
3909,261550,"Quận 10, TP Hồ Chí Minh",52,8,8,1,3,17.5 tỷ
3910,261549,"Tân Bình, TP Hồ Chí Minh",39,4,4,0,4,5.85 tỷ
3911,261548,"Quận 4, TP Hồ Chí Minh",21,4,3,0,4,5.3 tỷ
3912,261547,"Hà Đông, Hà Nội",4,NULL,NULL,1,NULL,Thỏa thuận
3913,261546,"Hà Đông, Hà Nội",4,NULL,NULL,1,NULL,Thỏa thuận
3914,261545,"Hai Bà Trưng, Hà Nội",76,4,NULL,1,4,Thỏa thuận
3915,261542,"Đống Đa, Hà Nội",76,2,NULL,0,7,24 tỷ
3916,261540,"Đống Đa, Hà Nội",30,2,NULL,1,2,7.48 tỷ
3917,261538,"Long Biên, Hà Nội",90,5,6,1,6,13.6 tỷ
3918,261537,"Quận 7, TP Hồ Chí Minh",214,5,3,0,2,26.5 tỷ
3919,261536,"Thanh Xuân, Hà Nội",165,6,NULL,1,10,55 tỷ
3920,261535,"Biên Hòa, Đồng Nai",175,4,2,0,NULL,2250000 tỷ
3921,261534,"Quận 4, TP Hồ Chí Minh",44,4,4,1,4,13.5 tỷ
3922,261532,"Long Biên, Hà Nội",60,2,2,0,5,4750 tỷ
3923,261530,"Hương Thủy, Thừa Thiên Huế",65,3,2,0,2,2650000 tỷ
3924,261528,"Huế, Thừa Thiên Huế",80,NULL,NULL,0,NULL,4.1 tỷ
3925,261525,"Huế, Thừa Thiên Huế",273,NULL,NULL,1,4,1.68 tỷ
3926,261523,"Thủ Đức, TP Hồ Chí Minh",80,2,2,0,2,3.2 tỷ
3927,261520,"Long Biên, Hà Nội",55,1,1,1,NULL,2800 tỷ
3928,261519,"Thanh Xuân, Hà Nội",55,4,4,0,5,4.8 tỷ
3929,261515,"Hoàng Mai, Hà Nội",50,4,4,1,5,5.5 tỷ
3930,261514,"Thanh Xuân, Hà Nội",53,4,4,0,5,4.9 tỷ
3931,261513,"Tân Bình, TP Hồ Chí Minh",62,4,5,0,5,8.7 tỷ
3932,261510,"Quận 10, TP Hồ Chí Minh",53,3,2,0,2,5.6 tỷ
3933,261508,"Quận 7, TP Hồ Chí Minh",380,3,NULL,0,2,12 tỷ
3934,261507,"Quận 12, TP Hồ Chí Minh",199,5,5,1,4,6 tỷ
3935,261506,"Quận 12, TP Hồ Chí Minh",199,5,5,1,4,6 tỷ
3936,261504,"Quận 10, TP Hồ Chí Minh",50,4,NULL,0,4,6.5 tỷ
3937,261502,"Bình Thạnh, TP Hồ Chí Minh",80,3,4,0,4,4.2 tỷ
3938,261500,"Biên Hòa, Đồng Nai",93,2,2,0,NULL,2.99 tỷ
3939,261499,"Cầu Giấy, Hà Nội",30,4,NULL,1,5,Thỏa thuận
3940,261488,"Bình Thạnh, TP Hồ Chí Minh",48,6,NULL,1,12,6.2 tỷ
3941,261487,"Đức Hòa, Long An",40,1,NULL,0,2,420 triệu
3942,261482,"Quận 9, TP Hồ Chí Minh",30,1,1,0,2,1.8 tỷ
3943,261481,"Long Biên, Hà Nội",146,6,4,1,3,Thỏa thuận
3944,261480,"Hoàng Mai, Hà Nội",100,3,3,1,3,9 tỷ
3945,261478,"Quận 5, TP Hồ Chí Minh",33,2,2,1,2,3700 tỷ
3946,261476,"Bình Thạnh, TP Hồ Chí Minh",36,2,2,0,3,4.8 tỷ
3947,261475,"Bình Tân, TP Hồ Chí Minh",52,2,2,0,2,3.8 tỷ
3948,261474,"Quận 8, TP Hồ Chí Minh",48,4,5,1,3,7.2 tỷ
3949,261473,"Hà Đông, Hà Nội",4,NULL,NULL,1,NULL,Thỏa thuận
3950,261472,"Bình Thạnh, TP Hồ Chí Minh",25,2,NULL,0,2,Thỏa thuận
3951,261470,"Quận 7, TP Hồ Chí Minh",90,5,6,1,3,8.5 tỷ
3952,261468,"Bình Thạnh, TP Hồ Chí Minh",35,3,3,0,3,4950000000 tỷ
3953,261467,"Quận 1, TP Hồ Chí Minh",39.1,6,4,1,4,8.5 tỷ
3954,261463,"Quận 1, TP Hồ Chí Minh",30,3,4,0,4,7.9 tỷ
3955,261462,"Bình Tân, TP Hồ Chí Minh",64,2,2,1,2,4.9 tỷ
3956,261459,"Tân Bình, TP Hồ Chí Minh",30,3,3,0,4,4.8 tỷ
3957,261458,"Long Biên, Hà Nội",68,5,4,0,NULL,5700 tỷ
3958,261457,"Hà Đông, Hà Nội",33,3,4,0,5,3.2 tỷ
3959,261456,"Thanh Xuân, Hà Nội",Area is not available,6,8,1,8,29 tỷ
3960,261451,"Cầu Giấy, Hà Nội",35,NULL,NULL,1,NULL,Thỏa thuận
3961,261449,"Hai Bà Trưng, Hà Nội",60,2,NULL,0,6,14.5 tỷ
3962,261447,"Quận 12, TP Hồ Chí Minh",80,4,4,0,3,3.7 tỷ
3963,261446,"Quận 7, TP Hồ Chí Minh",38,2,NULL,1,NULL,6.7 tỷ
3964,261445,"Quận 4, TP Hồ Chí Minh",25,1,2,1,2,5.9 tỷ
3965,261443,"Quận 4, TP Hồ Chí Minh",71,6,8,0,5,7.5 tỷ
3966,261442,"Bình Thạnh, TP Hồ Chí Minh",41.4,6,4,0,3,6.8 tỷ
3967,261441,"Đống Đa, Hà Nội",70,4,3,1,4,12500 tỷ
3968,261440,"Thanh Xuân, Hà Nội",45,4,4,0,5,4.2 tỷ
3969,261439,"Tân Bình, TP Hồ Chí Minh",69,5,5,0,3,6.2 tỷ
3970,261438,"Hoàng Mai, Hà Nội",35,5,4,0,5,2.5 tỷ
3971,261437,"Thanh Xuân, Hà Nội",47,4,4,0,5,4.3 tỷ
3972,261435,"Quận 7, TP Hồ Chí Minh",161,5,4,0,3,7.8 tỷ
3973,261434,"Tân Bình, TP Hồ Chí Minh",70,3,NULL,0,3,9.5 tỷ
3974,261433,"Tân Bình, TP Hồ Chí Minh",70,3,NULL,0,3,9.5 tỷ
3975,261431,"Gò Vấp, TP Hồ Chí Minh",60,5,3,1,3,7.9 tỷ
3976,261430,"Đống Đa, Hà Nội",60,NULL,NULL,1,13,13 tỷ
3977,261429,"Gò Vấp, TP Hồ Chí Minh",88,4,4,1,7,9.5 tỷ
3978,261428,"Gò Vấp, TP Hồ Chí Minh",75,4,5,1,8,8.8 tỷ
3979,261427,"Gò Vấp, TP Hồ Chí Minh",76,3,3,1,2,5.85 tỷ
3980,261426,"Tuy Phong, Bình Thuận",360,3,NULL,1,NULL,4500000 tỷ
3981,261425,"Hai Bà Trưng, Hà Nội",55,NULL,NULL,0,NULL,5800000 tỷ
3982,261424,"Hai Bà Trưng, Hà Nội",60,NULL,NULL,0,NULL,6000000 tỷ
3983,261423,"Đống Đa, Hà Nội",48,NULL,NULL,0,NULL,9 tỷ
3984,261422,"Quận 3, TP Hồ Chí Minh",31,2,2,1,2,4.5 tỷ
3985,261421,"Ba Đình, Hà Nội",35,3,4,1,6,4.35 tỷ
3986,261420,"Bình Chánh, TP Hồ Chí Minh",248,3,2,1,3,7.6 tỷ
3987,261418,"Long Biên, Hà Nội",110,4,4,1,4,26 tỷ
3988,261412,"Long Biên, Hà Nội",34,3,4,0,5,325 tỷ
3989,261409,"Thủ Đức, TP Hồ Chí Minh",140,15,15,0,3,10.7 tỷ
3990,261404,"Thái Nguyên, Thái Nguyên",296.5,4,3,0,NULL,5 tỷ
3991,261403,"Ba Đình, Hà Nội",28,NULL,NULL,1,5,7.45 tỷ
3992,261402,"Bình Tân, TP Hồ Chí Minh",64,3,3,1,2,4.8 tỷ
3993,261399,"Tân Phú, TP Hồ Chí Minh",40,2,NULL,0,2,3 tỷ
3994,261398,"Quận 12, TP Hồ Chí Minh",60,4,4,1,4,3.9 tỷ
3995,261395,"Hai Bà Trưng, Hà Nội",83,NULL,NULL,1,NULL,36 tỷ
3996,261394,"Quận 7, TP Hồ Chí Minh",102,NULL,NULL,1,NULL,12 tỷ
3997,261393,"Thanh Khê, Đà Nẵng",60,2,2,0,2,2.5 tỷ
3998,261391,"Tân Phú, TP Hồ Chí Minh",62,4,5,0,4,6.7 tỷ
3999,261390,"Long Biên, Hà Nội",78,7,5,0,5,8900000 tỷ
4000,261389,"Bình Thạnh, TP Hồ Chí Minh",75,2,2,1,2,14.5 tỷ
4001,261388,"Quận 7, TP Hồ Chí Minh",68,4,3,1,3,13.95 tỷ
4002,261387,"Quận 10, TP Hồ Chí Minh",50,6,4,0,5,9 tỷ
4003,261384,"Đông Anh, Hà Nội",42,NULL,NULL,1,NULL,1.9 tỷ
4004,261383,"Quận 12, TP Hồ Chí Minh",90,2,2,1,NULL,4.7 tỷ
4005,261382,"Phú Nhuận, TP Hồ Chí Minh",65,3,3,0,3,1500 tỷ
4006,261380,"Biên Hòa, Đồng Nai",73,2,NULL,0,NULL,2.8 tỷ
4007,261378,"Biên Hòa, Đồng Nai",93,2,NULL,1,NULL,6.5 tỷ
4008,261377,"Quận 11, TP Hồ Chí Minh",64,NULL,NULL,1,4,9 tỷ
4009,261376,"Quận 6, TP Hồ Chí Minh",63.3,NULL,NULL,0,NULL,14 tỷ
4010,261375,"Quận 6, TP Hồ Chí Minh",63.3,NULL,NULL,0,NULL,14 tỷ
4011,261373,"Thanh Xuân, Hà Nội",47,NULL,NULL,0,NULL,5.2 tỷ
4012,261372,"Hoàng Mai, Hà Nội",58,NULL,NULL,0,NULL,6.5 tỷ
4013,261369,"Quận 5, TP Hồ Chí Minh",71,NULL,NULL,1,11,34 tỷ
